Gene	FDR_Pvals
SMAP2	0.09661822486345877
RPL41	0.09670173120226816
RP11-707P17.2	0.09682535360426597
HBA1	0.09683446214613747
DNAJC13	0.09683446214613747
MTATP6P11	0.09693752251623623
FAM189B	0.0969511578305828
TOGARAM1	0.09708371859096039
ZNF862	0.09708897104906898
RNA5SP467	0.09708897104906898
REPS1	0.0971779956662188
NME9	0.09729586177497902
TMEM109	0.09729586177497902
ZNF100	0.09729586177497902
RPS4XP2	0.09735762883071862
ASAP2	0.09735762883071862
TMEM132D	0.09737625163186896
BNIP1	0.09740483875991884
SLC28A3	0.09762271661557989
WWC3	0.09767235170602535
ABCF2	0.0976863192890612
SECTM1	0.09773487941896374
DHX16	0.09776979090788182
RP11-269M20.3	0.09781139162182653
RPS23P10	0.09792559879006013
AC133633.1	0.0979630201883145
CTAGE5	0.0979630201883145
RP11-642E20.5	0.0979630201883145
LINC01653	0.0979630201883145
PRICKLE3	0.0979630201883145
RP6-91H8.1	0.0979630201883145
SPTAN1	0.09806600436693658
STX4	0.09809463440667592
CYP4F3	0.09826319660664165
RNPC3	0.09826319660664165
CYFIP2	0.09827000114788789
AC084290.2	0.09827000114788789
PRKCA	0.0982724076605981
TMEM138	0.09828755064162067
TUBBP9	0.09828755064162067
CDK19	0.0983774743751351
FBXO45	0.09845452907763591
ETFRF1	0.09845452907763591
KIF25-AS1	0.09866577736859986
INSL5	0.09866990911797419
CKLF	0.09876227610508473
CCNI	0.09882385462286558
RPL18AP3	0.09883336217282636
PPIL2	0.09893433503334431
RP11-505K9.5	0.09893433503334431
TRIM37	0.09894432767598739
INTS3	0.09903625884027453
RP11-632K20.2	0.09906845360091406
RP11-946L16.2	0.09923082247536628
RP11-4L24.4	0.09926702320663341
L3MBTL2	0.09931468234469291
RP11-626K17.3	0.09931468234469291
ACTR2	0.09933801990005815
CLDN5	0.09939393443404683
AGGF1P3	0.09942340670338129
ABHD13	0.09942751677274565
IL21R-AS1	0.09951032333345951
GPR137B	0.09954096973733867
FAM105A	0.09955013857626523
NPM2	0.09968095546226194
CD58	0.09970427261757217
NF2	0.09970427261757217
EFCAB11	0.09970427261757217
SCRG1	0.09972073903254729
FRMD6-AS2	0.09973562270681986
ITPRIPL1	0.09973562270681986
GOLGA1	0.09973562270681986
NSMCE1	0.09983414963054525
SNRPCP20	0.0998387570160636
NAB2	0.09995091979204522
TRBV6-1	0.09995175032796746
CICP24	0.09995175032796746
LEMD3	0.09997690613047942
